,001_08,002_08,003_08,004_08,005_08,006_08,007_08,019_14,020_14,021_14,022_14,023_14,024_14,025_14,026_14,027_14,028_14,076_13,077_13,078_13,079_13,080_13,081_13,082_13,083_13,084_13,085_13,086_13,087_13,089_13,090_13,091_13,092_13,093_13,094_13,095_13,096_13,097_13,098_13,099_13,100_13,102_13,103_13,104_13,105_13,106_13,236_14,237_14,238_14,239_14,240_14,241_14,242_14,243_14,244_14,245_14,246_14,247_14,248_14,249_14,250_14,251_14,252_14,253_14,254_14,255_14,256_14,257_14,258_14,259_14,260_14,261_14,262_14,263_14,264_14,265_14,266_14,267_14,268_14
243_14,0.052530989,0.089556307,0.391753793,-0.203325763,-0.053363875,-0.107460655,-0.196542278,-0.135275513,-0.080560274,-0.289775938,-0.001356734,0.163854107,0.179217815,-0.105349101,0.288741887,0.876796424,0.377277285,0.729463637,0.728176415,0.526870608,0.830545962,0.407113373,0.22142835,0.325033516,-0.401393384,0.821100652,-0.617571652,0.071686633,-0.345521271,0.491634965,0.642567575,-0.05660855,-0.076888382,0.241796806,-0.070965774,-0.306187391,0.546960652,0.16181162,0.209701151,0.136664942,0.271315008,-0.046519272,0.303277105,0.48929593,0.1092631,0.637520313,-0.2104408,-0.244748473,0.361554295,0.342164606,-0.020399671,0.024401465,-0.588385165,0,,,,,,,,,,,,,,,,,,,,,,,,,
244_14,-0.373196214,-0.174975827,-0.103097737,-0.106444716,0.143860698,-0.10552448,0.056718674,-0.298523515,0.080433682,0.10139282,-0.209921047,0.200268015,0.004790731,0.180786014,0.376185745,0.398979098,0.30169186,0.25686717,0.215100124,0.259375811,0.37896812,-0.047847353,0.463208824,0.147595063,-0.280664653,0.484023184,-0.04167014,0.214860439,0.017573355,0.197103471,0.256990999,0.163563728,0.250541121,0.028489031,-0.175953448,-0.01725921,0.068811543,0.67401731,0.305985272,0.482753366,-0.118609153,-0.433826983,0.002565909,0.050399277,-0.002583719,0.524949729,-0.328415126,0.132771015,-0.005499242,-0.167368069,-0.454418838,-0.328647047,-0.243146434,0.486411601,0,,,,,,,,,,,,,,,,,,,,,,,,
245_14,-0.116424374,-0.011781676,0.509359896,0.432258517,-0.225062728,-0.031323966,-0.02650727,-0.322971106,-0.134461701,-0.57345438,0.437807649,-0.142167166,0.150431454,-0.132427961,0.063427038,0.295963258,0.106627069,0.21977438,0.190576226,0.359401882,0.177314907,0.249983996,-0.231894046,0.099823736,0.035615467,0.272204489,-0.408919066,-0.034118768,-0.467645854,0.074743055,0.204384342,-0.070982315,-0.166426823,-0.097236924,0.704039454,-0.612725437,0.463537395,-0.273795068,-0.422383785,-0.124238499,-0.038200524,-0.069815718,-0.080536887,-0.22365807,-0.448457211,-0.058027815,-0.021554802,-0.513417721,0.494033635,-0.237249002,-0.115947157,0.108832046,-0.070993945,0.096801721,-0.312574536,0,,,,,,,,,,,,,,,,,,,,,,,
246_14,0.203639001,0.04061773,-0.169462577,-0.396874964,-0.318680465,-0.289079577,-0.373637646,-0.562014937,-0.312886715,0.285792977,0.028287169,-0.095751897,-0.470129251,-0.310396194,-0.118316799,0.257287532,-0.105340339,0.055236317,-0.159733579,-0.180920333,0.148661673,-0.259055883,-0.494879574,-0.082304932,0.292860061,0.020062542,-1.065797091,-0.200511381,-0.463119537,0.133126602,0.274736166,-0.470912397,-0.31424275,-0.20027031,-0.1434111,-0.4769665,-0.43993026,-0.513644695,0.246919155,-0.27306214,-0.13139452,-0.02340045,0.7104128,-0.389434427,0.350811392,-0.382739067,0.45764637,-0.381532937,0.464286655,0.61608988,0.285804749,0.161231443,-0.010712281,0.06320665,-0.530580163,0.049674489,0,,,,,,,,,,,,,,,,,,,,,,
247_14,0.183801785,0.52867651,-0.242130965,-0.194135815,0.197677761,0.299424976,0.358533472,0.034083381,-0.970690846,0.119146936,-0.16584532,-0.304653406,-0.45983997,-0.597926617,0.134373099,-0.068269916,-0.151593134,-0.252321959,-0.60711956,0.104579486,-0.095601223,-0.188372388,-0.290546894,-0.008301623,0.17060025,0.000225339,-0.379492074,0.379462659,-0.831492722,-0.263599634,-0.22004129,-0.064835712,0.424975961,0.09075807,0.019611411,-0.226720586,-0.364198416,-0.499003887,-0.082085259,0.008935229,-0.204062909,0.46443817,0.638015985,-0.694292486,0.337697178,-0.204000354,0.855953574,-0.276252121,0.555844128,0.164105654,-0.206999734,-0.244996041,0.458904922,-0.20538722,-0.374172598,0.003421693,0.194477454,0,,,,,,,,,,,,,,,,,,,,,
248_14,0.302959353,-0.158690423,0.09081421,-0.306662947,0.312212586,0.125280395,0.044959251,0.036650043,-0.602778375,-0.033207506,-0.176680714,-0.187142745,-0.134852424,-0.306671888,0.600841641,0.176689193,0.274887383,0.365278363,-0.130005628,-0.082706563,-0.033975504,0.281054616,0.600739658,-0.020402621,0.00266279,0.41596508,-0.669716358,0.310055941,-0.61930871,-0.162788555,-0.015061584,0.26663965,0.200372815,0.409222931,-0.244904116,-0.313094229,0.072331317,0.139913246,0.054387163,0.707854271,0.273487628,-0.109398536,0.376994848,0.375561893,0.100076161,0.467770725,0.466156095,-0.000630851,0.5062626,0.30303973,-0.394844651,0.102455184,-0.221777931,0.191427082,0.090651467,-0.263909549,0.024602575,0.146546707,0,,,,,,,,,,,,,,,,,,,,
249_14,0.117862754,0.091665536,-0.356163293,-0.274687022,0.311921209,-0.172663182,0.220180824,-0.239782393,-0.592164993,-0.438559175,-0.415132612,-0.088062517,-0.413367867,-0.280223995,0.265559375,0.283129185,0.127233446,0.149642557,0.0108343,-0.173230961,0.144062862,-0.481435269,0.206359982,-0.074615553,-0.298280388,0.267319858,-0.340181142,0.680346191,-0.631200671,-0.057612192,0.009202171,0.345346481,0.449573904,0.403792739,-0.179080158,-0.011641561,-0.369157225,-0.269032985,-0.516306818,0.123178668,0.254198521,-0.015711071,0.022910329,-0.124768451,-0.034653217,0.383543372,-0.135325909,-0.388528645,-0.040387135,-0.156317264,-0.566081583,0.21227926,-0.891635716,0.016291719,-0.163767889,-0.198507816,-0.469275057,0.106868908,0.09421438,0,,,,,,,,,,,,,,,,,,,
250_14,0.056965347,0.001106387,0.450499833,0.164531261,0.07084132,0.016677218,-0.124607384,-0.460311264,-0.266419977,-0.357757181,0.003077626,0.204496264,0.062141351,-0.363173664,0.365591854,0.618770242,0.170140401,0.514916718,0.257488549,0.290731817,0.417137623,0.171503901,0.175209627,0.383779556,-0.381230056,0.779936969,-0.61028409,0.320668668,-0.644226074,0.604692698,0.573126793,-0.052174192,-0.072454028,0.123180293,0.240755275,-0.779495656,0.379563957,-0.103582658,-0.031748377,0.195410997,0.162537903,-0.177725852,0.205941632,-0.039375558,-0.080223799,0.491519213,0.011986806,-0.551161826,0.723024428,0.156968072,-0.052173108,0.010731927,-0.321172625,0.527264714,0.135718018,0.559669971,0.067641012,0.047803808,0.247294843,0.002622182,0,,,,,,,,,,,,,,,,,,
251_14,-0.107283071,0.360837758,-0.373562187,0.004498258,-0.085081518,0.116227724,0.230083674,0.207888186,-0.446933717,-0.341775447,0.007959482,-0.217423186,-0.099001467,-0.324804783,-0.140236139,-0.389766216,-0.142371461,-0.55464226,-0.485888422,-0.079783916,-0.348991215,-0.159505799,-0.400088519,-0.346695811,0.0867287,-0.542102218,0.45274657,-0.211943656,-0.201154679,-0.56896764,-0.260463685,-0.14519757,0.178528711,0.05788523,0.062362973,-0.003257259,-0.728450954,-0.558994055,-0.297543496,-0.173512071,-0.177437827,0.538925946,-0.113224961,-0.396341383,-0.464317471,-0.66664499,0.030166397,0.415117323,-0.352906495,-0.607603252,-0.544011772,-0.511836231,-0.012225599,-0.429778725,-0.563021362,-0.278974593,-0.250511736,0.298786551,-0.236558184,-0.21571213,-0.533967733,0,,,,,,,,,,,,,,,,,
252_14,-0.029779185,0.085991718,-0.300862521,-0.261257589,0.324581325,0.070582606,0.333362788,-0.024648173,-0.55273205,-0.396791607,-0.06830696,-0.082528517,-0.364757299,-0.258202583,0.574396908,0.45899263,0.316985607,0.45020026,0.219923496,0.437577009,0.255490035,-0.068946235,0.050165433,-0.213704869,-0.008579259,0.391169578,-0.340181142,0.21009016,-0.480602562,-0.062681615,0.282559484,0.180599317,0.408195525,0.61952281,0.108713552,-0.302232593,-0.023920797,-0.224623471,-0.303790659,0.237818807,0.278403163,-0.006283418,0.129517585,0.014529833,-0.210543245,0.218796194,0.07043542,-0.0513721,0.143906146,-0.156317264,-0.53577584,-0.123740256,-0.655304849,0.399724007,0.249038711,-0.187982082,-0.141566813,0.132689133,0.108865,0.437337577,0.005852698,0.108202517,0,,,,,,,,,,,,,,,,
253_14,-0.026661281,-0.171705335,0.376241535,0.012687379,0.135723263,0.07370051,0.043982886,-0.434722602,-0.121430993,-0.456387609,0.467405468,0.042091433,0.127023295,0.032926314,0.192427829,0.471975952,0.100887574,0.619091928,0.336831063,0.206978023,0.299933672,0.244244501,-0.195484787,0.076415576,-0.347782701,0.544156671,-0.690290451,0.166965485,-0.169749081,0.273132116,0.450737089,0.012707756,-0.007572078,-0.138313755,0.205032349,-0.640549898,0.443999976,-0.198384285,-0.254430175,0.059276789,0.235278502,-0.253956884,0.086392917,-0.094148472,-0.323583066,0.175671518,-0.094897576,-0.40635708,0.555204332,-0.107162759,-0.210029975,0.067755222,-0.464395911,0.310356766,-0.11978431,0.663845181,0.008597668,-0.03765513,-0.064183988,0.059645478,0.624605179,-0.390726089,0.070734642,0,,,,,,,,,,,,,,,
254_14,0.068905644,-0.245758638,0.772454858,0.117208138,-0.176883698,-0.176883698,0.059997242,-0.44315359,0.29966259,-0.418362945,0.47197324,0.682408988,0.382448822,0.273249269,0.398494661,0.674897134,0.293689787,0.629809618,0.581243694,0.298949182,0.394966334,0.350703746,-0.056586441,0.362846106,-0.388245314,0.542123854,-0.810046494,-0.047231,-0.593894362,0.462752253,0.578567505,0.099021748,0.059997242,-0.083937056,0.284255683,-0.70140034,0.28140223,0.067752175,0.010213213,0.358994305,0.509140253,-0.381340474,0.052579604,-0.083328463,-0.656797171,0.154682472,-0.251618057,-0.557933569,0.360451132,-0.41610828,-0.520417273,0.263725758,-0.6347664,0.377188355,-0.006118304,0.622520089,0.144226059,-0.270716429,0.001737018,-0.365915716,0.721560538,-0.42489633,-0.056407467,0.633879602,0,,,,,,,,,,,,,,
255_14,0.294065058,0.553230226,0.07846982,-0.280722499,-0.12017972,0.105312765,-0.358818173,-0.387304217,-0.664905965,-0.024590494,-0.291970998,-0.165348873,-0.275881529,-0.637057543,-0.049392022,0.351645976,-0.16720432,0.126283273,-0.229464382,-0.0901158,0.315739781,-0.185300976,-0.159921005,0.232065395,-0.084004693,0.317608446,-0.730643988,0.073545672,-0.678960502,0.292889774,0.349331439,-0.563708365,-0.399305701,0.056464292,-0.108370423,-0.585228443,-0.320765853,-0.458567291,0.192788184,-0.133703068,0.105661295,0.392779201,0.7104128,-0.382118732,0.300456673,-0.067492388,0.422780991,-0.482061923,0.720707774,0.59251374,0.331232995,-0.22324203,0.031858277,0.326162875,-0.330740035,0.101800136,0.520104945,0.433125168,0.225382805,-0.235406652,0.508708596,-0.100187518,-0.056384213,0.078391977,0.115926743,0,,,,,,,,,,,,,
256_14,-0.036380582,0.32226181,-0.298096061,0.151022449,-0.307512581,-0.114595927,0.404089272,0.430347621,-0.31896022,0.078635,0.205840439,-0.183171213,-0.029134182,-0.190028623,-0.073457956,-0.470927417,-0.0604815,-0.532050788,-0.440940022,0.016607014,-0.33519569,-0.082075477,-0.169064716,-0.311649263,0.701138258,-0.648186028,0.131634116,-0.298739523,-0.412492871,-0.694339454,-0.464017123,0.274901301,0.347000599,0.166684434,0.226591021,0.182904512,-0.431203336,-0.210965723,-0.393983364,0.084861591,-0.254589707,0.385052502,0.01672136,-0.400727212,-0.135862261,-0.64543891,0.404787064,-0.012964155,-0.307598442,-0.445944279,-0.379501909,-0.288315952,0.267018676,-0.535862565,-0.536653638,-0.140440568,0.023461651,0.400453299,-0.186865032,-0.135678485,-0.640051603,0.499770314,0.050338604,-0.487165928,-0.527340174,-0.177339405,0,,,,,,,,,,,,
257_14,-0.103830144,0.099700861,0.228424251,0.252170801,-0.338243365,-0.018729735,-0.200564742,-0.433566362,-0.555628896,-0.328607112,-0.012662939,-0.232261389,-0.096583739,-0.62904191,0.072586477,0.299769551,-0.146290451,0.117473021,-0.204800725,0.221876964,0.093453437,-0.013302212,-0.124145068,0.223255143,0.142358288,0.279074073,-0.608687401,-0.124936417,-0.678790092,0.177132443,0.310797036,-0.483346224,-0.423792183,-0.085787632,0.512457073,-0.947619915,0.099631026,-0.526078582,-0.164276853,-0.112789199,-0.165215552,-0.057221491,0.271671295,-0.301756591,-0.075951383,-0.046578519,0.379753947,-0.603359997,0.751275182,0.268641323,0.237725571,-0.172604039,0.264712036,0.196794838,-0.289153695,0.603489757,0.376458883,0.146398276,0.090571105,-0.481708914,0.673187256,-0.262945592,-0.175387859,0.318036228,0.441494107,0.676328003,-0.243043423,0,,,,,,,,,,,
258_14,0.035179801,-0.435484201,0.259906143,0.074528463,-0.224175528,-0.488617718,0.305767506,0.071162231,0.617585957,-0.239278346,0.122070521,0.551290035,0.460620731,0.434229612,0.231078506,-0.062968425,0.147268385,0.270354241,0.540745854,-0.05988697,0.021975871,0.143319026,0.294459552,-0.242104962,-0.156374246,-0.007618211,-0.074542865,-0.353405714,-0.084717587,0.002277368,0.036000874,0.652002513,0.34974882,0.242301702,-0.074362986,-0.015516443,-0.109651223,0.303471297,-0.309251219,0.419355363,0.431207091,-0.411986649,-0.444865346,0.287620962,-0.558589518,-0.037263557,-0.437064201,-0.194250882,-0.544874728,-0.657844603,-0.508120954,-0.027929846,-0.685871303,0.035525899,-0.030831674,-0.202382699,-0.394341886,-0.546257019,-0.005288676,0.12148656,-0.080060773,-0.180182979,0.124845594,-0.023037478,0.412327886,-0.487137854,-0.012127888,-0.406775713,0,,,,,,,,,,
259_14,-0.216056973,-0.305276066,-0.662147582,0.011515141,-0.044623494,-0.480754972,0.277165502,0.11271102,-0.541005552,0.05096573,-0.223864868,0.035207938,-0.358747303,-0.47436893,0.317542017,0.047574867,0.069152601,-0.173694313,-0.174140707,0.160742089,-0.14239423,-0.268279701,0.264601111,-0.076345682,0.344368517,0.056387939,-0.128825411,0.413160205,-0.663004935,-0.288136631,-0.141413644,0.387355745,0.559739649,0.146920666,-0.032814197,-0.125627905,-0.059114225,-0.242587745,-0.4335109,0.296687037,-0.446988195,-0.404123902,-0.006995156,0.132266283,0.265670002,0.438173801,0.219241619,-0.175159454,-0.212964192,-0.082939312,-0.640953541,0.182373777,-0.184599936,-0.013613766,0.19791013,-0.414941996,-0.259055287,0.076963425,0.19985418,0.345046282,-0.289782733,-0.161091536,0.351081401,-0.387585104,-0.530727804,-0.479275107,0.168075055,-0.398912966,-0.039797157,0,,,,,,,,,
260_14,0.371802866,0.044226252,-0.271085918,-0.195709944,-0.01912245,-0.237652242,-0.274530888,-0.393235922,-0.437348872,0.421095252,-0.315299153,0.020329351,-0.299209654,-0.517358303,0.26745677,0.261087924,0.066475742,0.068162255,-0.140050024,-0.130840391,0.044142675,-0.359714001,0.208747298,-0.064637385,0.492713153,0.242091,-0.743749976,0.132553667,-0.557986319,0.127821684,0.273813963,-0.121171474,-0.125484526,0.31597665,-0.140396789,-0.573763728,-0.367191344,-0.194846869,0.143365383,0.224157572,0.056238491,-0.125023782,0.600102484,-0.189757511,0.618322074,0.141259685,0.60251379,-0.250445455,0.470546007,0.735434949,0.182250962,0.211249426,0.088607304,0.153647915,0.039649695,-0.263496876,0.555863023,0.228614807,0.518876135,-0.104100831,0.194290072,-0.236377552,0.19505392,-0.216950968,-0.068882823,0.532664061,0.044344176,0.375121146,-0.147379741,0.273544878,0,,,,,,,,
261_14,0.436783046,0.055918481,0.084608637,-0.226011619,0.44233346,0.10939043,0.026633179,-0.269416958,-0.50705409,0.20716238,-0.192432463,0.03467679,-0.147693485,-0.334412217,0.598289073,0.440874755,0.270001739,0.358535886,0.039308444,0.078061342,0.169343695,-0.038871955,0.462015897,0.079439528,0.093836196,0.65257448,-0.87150526,0.639268279,-0.675394297,0.143378794,0.202935338,0.256418467,0.296201795,0.399565578,-0.154855415,-0.490580678,0.099125482,0.128173798,0.03704742,0.599116564,0.262803078,-0.130408913,0.576476276,-0.109595664,0.512153864,0.592960596,0.539562702,-0.277777761,0.70379746,0.515501678,-0.232089341,0.269351095,-0.053032681,0.288577408,0.377776027,-0.053940624,0.127531573,0.433118433,0.733822525,0.265296221,0.492341906,-0.389947921,0.258443534,0.192197576,0.194157168,0.342776865,-0.208105862,0.188282907,-0.150280878,0.317311764,0.633629739,0,,,,,,,
262_14,-0.144899637,0.503366411,0.049331915,-0.057719931,0.248773709,0.427639276,0.598329186,0.118914194,-0.811656415,-0.370177716,0.22732009,-0.205489174,-0.223749965,-0.388516903,0.673633575,0.583065629,0.4213247,0.036666024,-0.292756617,0.6164428,0.151540488,0.087913208,-0.064020611,0.234592527,0.107839577,0.142787531,-0.345812082,0.262827069,-0.868555725,-0.183019221,0.182078451,0.075811706,0.592778027,0.591506898,0.53479439,-0.080110356,0.004088971,-0.168545455,-0.084881887,0.276062787,-0.004589673,0.426651448,0.420183778,-0.527975082,-0.369991869,-0.053904239,0.474420458,-0.000530528,0.535889387,-0.564304531,-0.580950141,-0.242556527,0.061389986,0.023355417,-0.036524761,0.187389776,0.109823152,0.644597888,0.16279465,0.182498649,0.139731035,0.388875604,0.604219973,0.049589466,0.076538287,0.236292228,0.350174069,0.201459676,-0.305162191,0.098138131,0.091802917,0.329187214,0,,,,,,
263_14,0.113509595,0.177688569,0.042471401,0.457091957,-0.01953892,-0.100789353,0.148403257,-0.009128885,-0.515032947,0.062394701,-0.209057599,0.03375373,0.267350078,-0.464903742,0.186472327,-0.085566394,0.09374097,-0.165213645,-0.143405378,0.034287285,-0.040472776,-0.075357132,0.591896951,0.068077877,0.446202725,0.174669668,-0.346910506,0.282090545,-0.766385257,-0.181182235,-0.144850671,0.382244051,0.204072654,0.188774288,0.197885752,-0.519101202,0.024265986,0.096927859,-0.407384813,0.506078839,-0.088806152,-0.012694318,0.079246312,-0.217855677,0.272718579,0.307104111,0.384138674,-0.420650303,0.258210182,-0.054631837,-0.223132074,-0.108220965,0.215930238,-0.026922749,0.212397099,0.065801717,-0.25116393,0.255880028,0.332609773,0.050116673,0.235396147,-0.278316557,-0.097525261,-0.094407365,-0.136778578,0.070054278,0.180274412,0.194093406,-0.032566279,0.300810128,0.393085003,0.594134927,0.041222058,0,,,,,
264_14,0.356733948,-0.184278473,0.434871137,-0.099068828,-0.57604444,-0.600553274,-0.26098299,0.053525183,0.456198275,-0.412177175,0.18208614,0.06246445,0.600324512,0.267937094,-0.283901572,-0.418801904,-0.423252255,-0.013809788,0.328131497,-0.526271164,-0.249772877,0.076046728,-0.025861239,-0.538802862,-0.122662187,-0.227888614,-0.294239581,-0.493312836,0.123687543,-0.416589409,-0.261836708,0.126834333,-0.298703671,-0.135807529,-0.15145804,-0.222999364,-0.334000319,-0.028760739,-0.617578387,0.145654872,0.451186001,-0.154232055,-0.437267601,0.159522802,-0.680300832,-0.395787954,-0.499944896,-0.252814323,-0.479740351,-0.620262861,-0.439483047,-0.065385312,-0.423917174,-0.150154814,-0.542607903,0.007880655,-0.330411285,-0.508742034,-0.146247268,-0.49615562,-0.20003216,0.155432343,-0.470051885,-0.050864831,0.232160673,-0.223120645,-0.019482682,-0.157620594,0.419231176,-0.607904077,-0.332962155,-0.391320974,-0.511251509,-0.170637161,0,,,,
265_14,0.187178344,-0.134485781,-0.060631808,-0.694125295,0.20105432,-0.052849904,-0.141931519,-0.599163949,0.118656196,0.561599374,-0.013913758,-0.028135311,-0.453762174,0.354081541,0.137074351,0.319726557,0.016366558,0.181960896,-0.060637314,-0.248861536,0.157941312,-0.183645204,-0.285144418,-0.150246143,-0.210511804,0.27406773,-0.699934125,0.2463523,0.059599634,0.116665952,0.047220983,-0.060783841,0.180614844,-0.268211514,-0.497848481,0.081334777,-0.35738945,0.33647728,0.538275123,0.13866359,-0.028002046,-0.230793104,0.638015985,-0.43448481,0.341136545,-0.047829337,0.1751993,0.012086638,0.389647961,0.407043606,-0.200921923,0.11903052,0.021118488,0.046746008,0.327611625,-0.124523349,0.197854012,0.178016812,0.149560794,-0.251758158,0.051180366,-0.535241187,-0.209508017,0.116062313,0.072759226,-0.001991009,-0.342902303,-0.242781103,-0.397568494,-0.225312948,0.094300233,0.434469074,0.039519161,-0.19398874,-0.501313627,0,,,
266_14,0.412298083,-0.30368489,0.533704638,0.002181187,-0.167562962,-0.597138643,-0.3038508,-0.450481862,0.586292028,-0.205364794,0.058766656,0.6469751,0.415403694,0.266815096,0.185861453,0.453167796,0.244173273,0.486022651,0.836484015,-0.132234246,0.406683415,0.080015168,0.249242514,-0.066031247,-0.362228721,0.541530132,-0.772172272,0.036692034,-0.281572938,0.490989536,0.446797282,0.381755352,-0.016764995,0.188041255,-0.155753672,-0.38244313,0.023059323,0.249210835,-0.126397088,0.278615803,0.544581234,-0.39379859,-0.132119894,0.233360514,-0.251750886,0.306493223,-0.541377127,-0.422116369,-0.044715431,-0.156291842,-0.329300016,0.390388161,-0.962760091,0.416064203,0.053842232,0.184200928,-0.127147093,-0.50312382,0.061190609,0.049139284,0.49291417,-0.533310294,-0.098502651,0.315384537,0.789608002,-0.0637725,-0.502925217,-0.04285863,0.612421095,-0.261609465,0.01977626,0.185631201,-0.400212109,0.03320064,0.374014139,-0.044109449,0,,
267_14,-0.331618845,-0.268830836,-0.459487587,0.471162528,-0.306642085,-0.459475666,0.128977567,0.015385812,-0.390234321,0.117742889,0.131372601,0.257317573,-0.156164169,-0.468255579,-0.015231371,-0.168681353,-0.17077148,-0.40250507,-0.479641974,-0.108183928,-0.463679314,-0.216668501,0.113900289,0.1410366,0.589415133,-0.266027987,-0.408667564,0.26111111,-0.717555344,-0.251691371,-0.210512787,0.227933913,0.207654074,-0.313315719,0.168949634,-0.400377691,0.020063158,-0.361465961,-0.570748627,0.293167442,-0.586485386,-0.382844597,-0.17038767,-0.17717272,0.038880896,0.097457014,0.163024053,-0.430192649,-0.133786812,-0.391918182,-0.558162808,0.080396093,0.006685351,-0.444917709,-0.234895229,0.016154267,-0.080020249,-0.010098854,-0.00311373,-0.1156893,-0.09175586,-0.268822402,-0.246226013,-0.196865529,-0.119386017,-0.307673007,0.25001815,0.028748496,-0.119564183,0.541847348,0.244195327,0.137877375,-0.098234542,0.413085133,-0.379070997,-0.342031807,-0.20999828,0,
268_14,0.342856795,0.25733608,-0.165871948,-0.091062248,0.353957564,0.322054863,0.029083798,0.243696779,-0.435909539,-0.191391483,0.03147883,-0.31099838,-0.329951853,-0.30560869,0.007531662,-0.452313095,-0.239917263,-0.059016958,-0.452724874,-0.329599261,-0.440581143,0.173792496,-0.187473342,-0.438285738,-0.010817097,-0.086238429,0.141653582,0.239466414,-0.288774014,-0.456971467,-0.459167212,0.097292162,0.077012323,0.113387972,-0.139421523,-0.221682012,-0.245070785,-0.3691158,-0.389133424,0.231990278,0.162584975,0.433438987,-0.024945816,-0.085109822,-0.401525617,-0.253045946,0.184634835,0.08361847,0.064745694,-0.432584971,-0.534247935,-0.295095295,-0.013464385,-0.324255764,-0.533943832,0.052866153,-0.118418053,0.473784953,0.269389987,0.001113131,-0.045233965,0.434844583,0.008671427,0.01178933,-0.186169311,0.162976384,0.273196518,-0.04039729,-0.273758173,-0.254666746,-0.108199589,0.129925311,0.285235852,0.002260528,0.153664395,-0.074517459,-0.248396084,-0.076030672,0
